Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
241    241    1527327857398821257    0.266490    0.265596    0.265189    1.000000    1.000000    1.000000    0.815781    0.817156    0.856491
242    242    1527327861148390646    0.266491    0.265624    0.266697    1.000000    1.000000    1.000000    0.815731    0.817241    0.803717
243    243    1527327864910832545    0.266488    0.265604    0.265785    1.000000    1.000000    1.000000    0.815674    0.817193    0.801808
244    244    1527327868673447651    0.266485    0.265599    0.265773    1.000000    1.000000    1.000000    0.815620    0.816046    0.802560
245    245    1527327872430927436    0.266484    0.265597    0.266136    1.000000    1.000000    1.000000    0.815802    0.817188    0.860251
246    246    1527327876212478494    0.266475    0.265548    0.264442    1.000000    1.000000    1.000000    0.815736    0.817074    0.799605
247    247    1527327879995190550    0.266467    0.265515    0.264361    1.000000    1.000000    1.000000    0.815672    0.817023    0.799877
248    248    1527327883730240600    0.266472    0.265569    0.267734    1.000000    1.000000    1.000000    0.815639    0.816037    0.807390
249    249    1527327887501794267    0.266466    0.265583    0.265143    1.000000    1.000000    1.000000    0.815801    0.817171    0.855963
250    250    1527327891257427724    0.266466    0.265655    0.266267    1.000000    1.000000    1.000000    0.815755    0.817394    0.804477
251    251    1527327895021297910    0.266463    0.265669    0.265684    1.000000    1.000000    1.000000    0.815700    0.816252    0.801727
252    252    1527327898783234185    0.266460    0.265670    0.265821    1.000000    1.000000    1.000000    0.815644    0.816241    0.801594
253    253    1527327902554618435    0.266455    0.265636    0.265155    1.000000    1.000000    1.000000    0.815806    0.817291    0.856703
254    254    1527327906311660889    0.266454    0.265672    0.266167    1.000000    1.000000    1.000000    0.815759    0.817446    0.803785
255    255    1527327910079252482    0.266450    0.265671    0.265422    1.000000    1.000000    1.000000    0.815702    0.816330    0.801199
256    256    1527327913846474576    0.266446    0.265671    0.265448    1.000000    1.000000    1.000000    0.815652    0.816362    0.802972
257    257    1527327917597630670    0.266446    0.265713    0.266584    1.000000    1.000000    1.000000    0.815829    0.817583    0.861385
258    258    1527327921387491748    0.266436    0.265674    0.263862    1.000000    1.000000    1.000000    0.815755    0.817477    0.796805
259    259    1527327925147905568    0.266434    0.265670    0.265928    1.000000    1.000000    1.000000    0.815705    0.816076    0.802726
260    260    1527327928914919413    0.266431    0.265697    0.265462    1.000000    1.000000    1.000000    0.815646    0.816122    0.800495
261    261    1527327932670853578    0.266430    0.265705    0.266245    1.000000    1.000000    1.000000    0.815817    0.817273    0.860278
262    262    1527327936438959045    0.266426    0.265688    0.265385    1.000000    1.000000    1.000000    0.815759    0.817187    0.800668
263    263    1527327940197329537    0.266425    0.265684    0.266073    1.000000    1.000000    1.000000    0.815702    0.815983    0.800641
264    264    1527327943954747989    0.266423    0.265682    0.266140    1.000000    1.000000    1.000000    0.815639    0.815863    0.799064
265    265    1527327947716350848    0.266421    0.265668    0.265844    1.000000    1.000000    1.000000    0.815789    0.816921    0.855550
266    266    1527327951470561433    0.266421    0.265648    0.266368    1.000000    1.000000    1.000000    0.815737    0.816808    0.801778
267    267    1527327955241565601    0.266416    0.265641    0.265181    1.000000    1.000000    1.000000    0.815669    0.815586    0.797588
268    268    1527327958993881650    0.266417    0.265677    0.266502    1.000000    1.000000    1.000000    0.815614    0.815638    0.800796
269    269    1527327962745728617    0.266417    0.265687    0.266535    1.000000    1.000000    1.000000    0.815559    0.815619    0.801001
270    270    1527327966519035237    0.266412    0.265670    0.265020    1.000000    1.000000    1.000000    0.815697    0.816605    0.852527
271    271    1527327970280219555    0.266410    0.265692    0.265874    1.000000    1.000000    1.000000    0.815631    0.815450    0.797898
272    272    1527327974046693902    0.266407    0.265680    0.265500    1.000000    1.000000    1.000000    0.815567    0.815342    0.798270
273    273    1527327977848591408    0.266394    0.265673    0.263027    1.000000    1.000000    1.000000    0.815683    0.816293    0.846962
274    274    1527327981628578970    0.266387    0.265638    0.264551    1.000000    1.000000    1.000000    0.815609    0.816109    0.795388
275    275    1527327985391264576    0.266385    0.265649    0.265768    1.000000    1.000000    1.000000    0.815553    0.814982    0.800121
276    276    1527327989162993992    0.266381    0.265659    0.265130    1.000000    1.000000    1.000000    0.815483    0.814948    0.796249
277    277    1527327992934661742    0.266376    0.265650    0.265135    1.000000    1.000000    1.000000    0.815616    0.815966    0.852318
278    278    1527327996702398044    0.266373    0.265631    0.265411    1.000000    1.000000    1.000000    0.815546    0.815806    0.796121
279    279    1527328000459049581    0.266372    0.265653    0.266195    1.000000    1.000000    1.000000    0.815493    0.814694    0.800925
280    280    1527328004213903332    0.266372    0.265651    0.266322    1.000000    1.000000    1.000000    0.815439    0.814625    0.800112
281    281    1527328007977718352    0.266369    0.265646    0.265688    1.000000    1.000000    1.000000    0.815574    0.815647    0.853626
282    282    1527328011757208498    0.266363    0.265625    0.264586    1.000000    1.000000    1.000000    0.815497    0.815487    0.793775
283    283    1527328015520545228    0.266361    0.265638    0.265722    1.000000    1.000000    1.000000    0.815436    0.814301    0.798214
284    284    1527328019326215475    0.266348    0.265555    0.262766    1.000000    1.000000    1.000000    0.815550    0.815122    0.847433
285    285    1527328023094126484    0.266345    0.265538    0.265399    1.000000    1.000000    1.000000    0.815526    0.815233    0.808868
286    286    1527328026852593725    0.266344    0.265541    0.266066    1.000000    1.000000    1.000000    0.815471    0.815201    0.799739
287    287    1527328030619604820    0.266341    0.265554    0.265462    1.000000    1.000000    1.000000    0.815409    0.813659    0.797566
288    288    1527328034384804878    0.266338    0.265570    0.265590    1.000000    1.000000    1.000000    0.815546    0.814716    0.854819
289    289    1527328038162487696    0.266332    0.265567    0.264713    1.000000    1.000000    1.000000    0.815473    0.814623    0.794734
290    290    1527328041936168857    0.266328    0.265522    0.264993    1.000000    1.000000    1.000000    0.815407    0.814423    0.796132
291    291    1527328045689973736    0.266328    0.265546    0.266396    1.000000    1.000000    1.000000    0.815351    0.813279    0.799303
292    292    1527328049458425327    0.266325    0.265520    0.265361    1.000000    1.000000    1.000000    0.815483    0.814283    0.853919
293    293    1527328053229270120    0.266321    0.265508    0.265193    1.000000    1.000000    1.000000    0.815429    0.814235    0.799453
294    294    1527328056986744823    0.266320    0.265515    0.266136    1.000000    1.000000    1.000000    0.815377    0.814189    0.800217
295    295    1527328060744924065    0.266319    0.265514    0.266086    1.000000    1.000000    1.000000    0.815324    0.812981    0.799701
296    296    1527328064496863948    0.266320    0.265556    0.266529    1.000000    1.000000    1.000000    0.815467    0.814144    0.857883
297    297    1527328068263726710    0.266317    0.265578    0.265473    1.000000    1.000000    1.000000    0.815407    0.814098    0.797521
298    298    1527328072051019629    0.266310    0.265504    0.264041    1.000000    1.000000    1.000000    0.815333    0.813820    0.793639
299    299    1527328075819500636    0.266306    0.265509    0.265359    1.000000    1.000000    1.000000    0.815271    0.812631    0.796612
300    300    1527328079601573193    0.266300    0.265471    0.264405    1.000000    1.000000    1.000000    0.815389    0.813558    0.850680
301    301    1527328083360944516    0.266299    0.265478    0.266002    1.000000    1.000000    1.000000    0.815336    0.813510    0.799306
302    302    1527328087116603181    0.266299    0.265487    0.266265    1.000000    1.000000    1.000000    0.815285    0.813479    0.800018
303    303    1527328090880569159    0.266297    0.265497    0.265677    1.000000    1.000000    1.000000    0.815420    0.813466    0.856118
304    304    1527328094667071246    0.266290    0.265456    0.264096    1.000000    1.000000    1.000000    0.815349    0.813268    0.794011
305    305    1527328098438219664    0.266286    0.265451    0.265171    1.000000    1.000000    1.000000    0.815288    0.813178    0.796737
306    306    1527328102196686988    0.266285    0.265463    0.266066    1.000000    1.000000    1.000000    0.815237    0.813111    0.799581
307    307    1527328105950460492    0.266286    0.265459    0.266399    1.000000    1.000000    1.000000    0.815368    0.812996    0.855599
308    308    1527328109728358934    0.266280    0.265476    0.264697    1.000000    1.000000    1.000000    0.815299    0.812942    0.794066
309    309    1527328113511629238    0.266274    0.265444    0.264322    1.000000    1.000000    1.000000    0.815230    0.812767    0.794061
310    310    1527328117298000326    0.266267    0.265417    0.264105    1.000000    1.000000    1.000000    0.815342    0.813760    0.849988
311    311    1527328121111507678    0.266254    0.265336    0.262226    1.000000    1.000000    1.000000    0.815304    0.812625    0.803477
312    312    1527328124887690874    0.266249    0.265324    0.264818    1.000000    1.000000    1.000000    0.815245    0.812551    0.796978
313    313    1527328128635797476    0.266251    0.265339    0.266801    1.000000    1.000000    1.000000    0.815202    0.812571    0.801626
314    314    1527328132397294251    0.266250    0.265333    0.265852    1.000000    1.000000    1.000000    0.815334    0.813722    0.856753
315    315    1527328136162719392    0.266248    0.265327    0.265574    1.000000    1.000000    1.000000    0.815279    0.812578    0.798269
316    316    1527328139907163252    0.266250    0.265341    0.267062    1.000000    1.000000    1.000000    0.815238    0.812588    0.802242
317    317    1527328143669191109    0.266249    0.265354    0.265814    1.000000    1.000000    1.000000    0.815188    0.812619    0.799076
318    318    1527328147430749343    0.266248    0.265341    0.265847    1.000000    1.000000    1.000000    0.815314    0.813710    0.855483
319    319    1527328151191080080    0.266247    0.265329    0.265934    1.000000    1.000000    1.000000    0.815262    0.813661    0.798600
320    320    1527328154944332376    0.266247    0.265357    0.266436    1.000000    1.000000    1.000000    0.815213    0.812605    0.799711
321    321    1527328158703634449    0.266246    0.265360    0.266007    1.000000    1.000000    1.000000    0.815163    0.812629    0.799085
322    322    1527328162464655434    0.266245    0.265367    0.265885    1.000000    1.000000    1.000000    0.815112    0.812638    0.798720
323    323    1527328166246800116    0.266240    0.265395    0.264400    1.000000    1.000000    1.000000    0.815222    0.812701    0.850277
324    324    1527328170008724265    0.266238    0.265421    0.265821    1.000000    1.000000    1.000000    0.815174    0.812789    0.799683
325    325    1527328173750999048    0.266241    0.265450    0.267217    1.000000    1.000000    1.000000    0.815136    0.812845    0.802891
326    326    1527328177508887457    0.266241    0.265469    0.266107    1.000000    1.000000    1.000000    0.815087    0.812906    0.799218
327    327    1527328181272986101    0.266239    0.265480    0.265668    1.000000    1.000000    1.000000    0.815209    0.812957    0.854953
328    328    1527328185040879569    0.266237    0.265479    0.265400    1.000000    1.000000    1.000000    0.815154    0.812979    0.797255
329    329    1527328188815430061    0.266233    0.265454    0.264932    1.000000    1.000000    1.000000    0.815096    0.812877    0.795885
330    330    1527328192590386928    0.266229    0.265426    0.264904    1.000000    1.000000    1.000000    0.815215    0.813966    0.854502
331    331    1527328196342046395    0.266229    0.265443    0.266549    1.000000    1.000000    1.000000    0.815171    0.812907    0.800587
332    332    1527328200101597217    0.266229    0.265471    0.265989    1.000000    1.000000    1.000000    0.815121    0.813000    0.798321
333    333    1527328203859634668    0.266228    0.265479    0.266096    1.000000    1.000000    1.000000    0.815073    0.813017    0.799054
334    334    1527328207633272996    0.266225    0.265524    0.264996    1.000000    1.000000    1.000000    0.815015    0.811976    0.795780
335    335    1527328211426918607    0.266217    0.265487    0.263599    1.000000    1.000000    1.000000    0.815120    0.812803    0.849949
336    336    1527328215190821210    0.266215    0.265480    0.265682    1.000000    1.000000    1.000000    0.815071    0.812779    0.798572
337    337    1527328218958793760    0.266213    0.265478    0.265395    1.000000    1.000000    1.000000    0.815017    0.812769    0.797043
338    338    1527328222733531919    0.266209    0.265465    0.264919    1.000000    1.000000    1.000000    0.815129    0.812727    0.852645
339    339    1527328226486866715    0.266210    0.265499    0.266430    1.000000    1.000000    1.000000    0.815085    0.812838    0.800193
340    340    1527328230233374445    0.266212    0.265538    0.266915    1.000000    1.000000    1.000000    0.815046    0.812956    0.801912
341    341    1527328233982887793    0.266213    0.265544    0.266701    1.000000    1.000000    1.000000    0.815005    0.812986    0.800787
342    342    1527328237747632268    0.266211    0.265549    0.265622    1.000000    1.000000    1.000000    0.814953    0.811857    0.797503
343    343    1527328241499285235    0.266212    0.265576    0.266549    1.000000    1.000000    1.000000    0.815078    0.813021    0.857822
344    344    1527328245250266329    0.266213    0.265585    0.266597    1.000000    1.000000    1.000000    0.815037    0.813038    0.801047
345    345    1527328249000612216    0.266215    0.265596    0.266642    1.000000    1.000000    1.000000    0.814996    0.813059    0.800711
346    346    1527328252772459424    0.266211    0.265568    0.265122    1.000000    1.000000    1.000000    0.814944    0.811847    0.797163
347    347    1527328256558728095    0.266205    0.265541    0.264112    1.000000    1.000000    1.000000    0.815046    0.812901    0.850026
348    348    1527328260331158301    0.266202    0.265562    0.265081    1.000000    1.000000    1.000000    0.814996    0.812986    0.797793
349    349    1527328264103838090    0.266199    0.265556    0.265064    1.000000    1.000000    1.000000    0.814946    0.813006    0.797609
350    350    1527328267874214677    0.266196    0.265572    0.265225    1.000000    1.000000    1.000000    0.815057    0.813061    0.853568
351    351    1527328271615237504    0.266199    0.265598    0.267307    1.000000    1.000000    1.000000    0.815024    0.813146    0.803502
352    352    1527328275369273173    0.266200    0.265600    0.266380    1.000000    1.000000    1.000000    0.814984    0.813162    0.800809
353    353    1527328279136811850    0.266198    0.265595    0.265425    1.000000    1.000000    1.000000    0.814934    0.811988    0.797432
354    354    1527328282883009748    0.266200    0.265652    0.266937    1.000000    1.000000    1.000000    0.814896    0.812138    0.801332
355    355    1527328286649201428    0.266198    0.265659    0.265520    1.000000    1.000000    1.000000    0.815005    0.813277    0.853651
356    356    1527328290398391985    0.266199    0.265672    0.266724    1.000000    1.000000    1.000000    0.814967    0.813312    0.801313
357    357    1527328294157487308    0.266199    0.265665    0.266021    1.000000    1.000000    1.000000    0.814960    0.812453    0.812528
358    358    1527328297912050393    0.266199    0.265698    0.266343    1.000000    1.000000    1.000000    0.814920    0.812587    0.800637
359    359    1527328301664427691    0.266200    0.265741    0.266498    1.000000    1.000000    1.000000    0.814881    0.812727    0.800964
360    360    1527328305433481573    0.266197    0.265766    0.265319    1.000000    1.000000    1.000000    0.814994    0.812835    0.855519
361    361    1527328309238427321    0.266188    0.265778    0.262816    1.000000    1.000000    1.000000    0.814927    0.812582    0.790979
362    362    1527328313001521385    0.266187    0.265797    0.265739    1.000000    1.000000    1.000000    0.814881    0.812609    0.798263
363    363    1527328316752583062    0.266188    0.265792    0.266591    1.000000    1.000000    1.000000    0.814998    0.813725    0.857604
364    364    1527328320512004301    0.266187    0.265795    0.265998    1.000000    1.000000    1.000000    0.814958    0.812596    0.800256
365    365    1527328324281014390    0.266185    0.265790    0.265322    1.000000    1.000000    1.000000    0.814912    0.812591    0.798064
366    366    1527328328055945007    0.266182    0.265747    0.264906    1.000000    1.000000    1.000000    0.814860    0.812463    0.795907
367    367    1527328331822538520    0.266180    0.265741    0.265492    1.000000    1.000000    1.000000    0.814971    0.813597    0.855755
368    368    1527328335586392497    0.266178    0.265737    0.265685    1.000000    1.000000    1.000000    0.814926    0.812454    0.798319
369    369    1527328339339174795    0.266179    0.265748    0.266469    1.000000    1.000000    1.000000    0.814887    0.812491    0.800450
370    370    1527328343101279152    0.266178    0.265736    0.265809    1.000000    1.000000    1.000000    0.814844    0.812474    0.798892
371    371    1527328346867310375    0.266176    0.265726    0.265532    1.000000    1.000000    1.000000    0.814949    0.813575    0.854086
372    372    1527328350625968324    0.266176    0.265729    0.266052    1.000000    1.000000    1.000000    0.814907    0.813584    0.799187
373    373    1527328354387423058    0.266175    0.265759    0.265855    1.000000    1.000000    1.000000    0.814862    0.812539    0.798187
374    374    1527328358159027100    0.266172    0.265745    0.265139    1.000000    1.000000    1.000000    0.814812    0.812463    0.795946
375    375    1527328361917197092    0.266172    0.265723    0.266087    1.000000    1.000000    1.000000    0.814921    0.813518    0.855724
376    376    1527328365689365715    0.266169    0.265702    0.265099    1.000000    1.000000    1.000000    0.814869    0.813444    0.795601
377    377    1527328369446873668    0.266169    0.265712    0.266134    1.000000    1.000000    1.000000    0.814826    0.812319    0.798681
378    378    1527328373202620708    0.266169    0.265729    0.266259    1.000000    1.000000    1.000000    0.814787    0.812374    0.799963
379    379    1527328376970384801    0.266167    0.265738    0.265409    1.000000    1.000000    1.000000    0.814889    0.813529    0.853565
380    380    1527328380722761891    0.266168    0.265770    0.266498    1.000000    1.000000    1.000000    0.814850    0.812438    0.800021
381    381    1527328384501768539    0.266164    0.265732    0.264620    1.000000    1.000000    1.000000    0.814798    0.812322    0.794886
382    382    1527328388255753958    0.266165    0.265740    0.266384    1.000000    1.000000    1.000000    0.814758    0.812344    0.799438
383    383    1527328392019859436    0.266163    0.265731    0.265667    1.000000    1.000000    1.000000    0.814715    0.812327    0.798218
384    384    1527328395805793983    0.266158    0.265714    0.264136    1.000000    1.000000    1.000000    0.814807    0.813418    0.850024
385    385    1527328399567092092    0.266157    0.265759    0.265866    1.000000    1.000000    1.000000    0.814770    0.812426    0.800672
386    386    1527328403355554133    0.266152    0.265725    0.263959    1.000000    1.000000    1.000000    0.814714    0.812313    0.793026
387    387    1527328407181298787    0.266139    0.265643    0.261387    1.000000    1.000000    1.000000    0.814782    0.813198    0.840826
388    388    1527328410952347455    0.266137    0.265648    0.265178    1.000000    1.000000    1.000000    0.814734    0.812067    0.796218
389    389    1527328414702777342    0.266138    0.265652    0.266636    1.000000    1.000000    1.000000    0.814697    0.812068    0.800243
390    390    1527328418466121363    0.266137    0.265629    0.265721    1.000000    1.000000    1.000000    0.814800    0.813122    0.854694
391    391    1527328422232898167    0.266135    0.265604    0.265479    1.000000    1.000000    1.000000    0.814756    0.813058    0.797650
392    392    1527328426001138342    0.266133    0.265599    0.265376    1.000000    1.000000    1.000000    0.814712    0.813056    0.797390
393    393    1527328429770378014    0.266131    0.265574    0.265305    1.000000    1.000000    1.000000    0.814666    0.811840    0.796870
394    394    1527328433528818964    0.266131    0.265564    0.266068    1.000000    1.000000    1.000000    0.814770    0.812929    0.855655
395    395    1527328437293518773    0.266130    0.265544    0.265625    1.000000    1.000000    1.000000    0.814728    0.812874    0.798011
396    396    1527328441054691175    0.266129    0.265559    0.265875    1.000000    1.000000    1.000000    0.814685    0.812892    0.798000
397    397    1527328444819331276    0.266128    0.265589    0.265630    1.000000    1.000000    1.000000    0.814643    0.811846    0.797945
398    398    1527328448606543028    0.266123    0.265568    0.264046    1.000000    1.000000    1.000000    0.814731    0.812882    0.849352
399    399    1527328452350195807    0.266125    0.265609    0.267119    1.000000    1.000000    1.000000    0.814699    0.812973    0.802035
400    400    1527328456154968389    0.266117    0.265561    0.262828    1.000000    1.000000    1.000000    0.814637    0.811696    0.790013
401    401    1527328459907640021    0.266118    0.265544    0.266477    1.000000    1.000000    1.000000    0.814604    0.811651    0.801262
402    402    1527328463676679777    0.266116    0.265523    0.265320    1.000000    1.000000    1.000000    0.814700    0.812704    0.853475
403    403    1527328467456909005    0.266112    0.265505    0.264534    1.000000    1.000000    1.000000    0.814657    0.812700    0.797272
404    404    1527328471219620278    0.266111    0.265482    0.265766    1.000000    1.000000    1.000000    0.814618    0.812651    0.798976
405    405    1527328474976484023    0.266111    0.265495    0.266179    1.000000    1.000000    1.000000    0.814581    0.811567    0.799391
406    406    1527328478739470170    0.266110    0.265476    0.265746    1.000000    1.000000    1.000000    0.814681    0.812643    0.855202
407    407    1527328482489945765    0.266111    0.265488    0.266633    1.000000    1.000000    1.000000    0.814649    0.812426    0.801618
408    408    1527328486252106497    0.266111    0.265477    0.265805    1.000000    1.000000    1.000000    0.814610    0.812392    0.798979
409    409    1527328490018462552    0.266109    0.265458    0.265509    1.000000    1.000000    1.000000    0.814571    0.812345    0.798632
410    410    1527328493794908248    0.266106    0.265447    0.264799    1.000000    1.000000    1.000000    0.814663    0.812279    0.852141
411    411    1527328497562497300    0.266104    0.265500    0.265422    1.000000    1.000000    1.000000    0.814620    0.812402    0.796927
412    412    1527328501346300810    0.266100    0.265471    0.264284    1.000000    1.000000    1.000000    0.814571    0.812322    0.794344
413    413    1527328505112684282    0.266098    0.265449    0.265507    1.000000    1.000000    1.000000    0.814669    0.812281    0.855407
414    414    1527328508882420995    0.266096    0.265434    0.265271    1.000000    1.000000    1.000000    0.814632    0.812260    0.799219
415    415    1527328512640168530    0.266096    0.265450    0.266117    1.000000    1.000000    1.000000    0.814596    0.812289    0.799476
416    416    1527328516406129919    0.266095    0.265463    0.265536    1.000000    1.000000    1.000000    0.814555    0.812325    0.797657
417    417    1527328520170901978    0.266094    0.265466    0.265620    1.000000    1.000000    1.000000    0.814652    0.812306    0.854824
418    418    1527328523925419730    0.266095    0.265479    0.266346    1.000000    1.000000    1.000000    0.814617    0.812343    0.800180
419    419    1527328527684571511    0.266094    0.265470    0.266017    1.000000    1.000000    1.000000    0.814583    0.812339    0.800263
420    420    1527328531443904000    0.266094    0.265474    0.266005    1.000000    1.000000    1.000000    0.814547    0.812350    0.799401
421    421    1527328535201219328    0.266094    0.265486    0.266147    1.000000    1.000000    1.000000    0.814511    0.811259    0.799521
422    422    1527328538966400344    0.266093    0.265477    0.265591    1.000000    1.000000    1.000000    0.814610    0.812403    0.856405
423    423    1527328542720908179    0.266094    0.265487    0.266346    1.000000    1.000000    1.000000    0.814576    0.812443    0.800167
424    424    1527328546475764763    0.266094    0.265510    0.266322    1.000000    1.000000    1.000000    0.814542    0.812526    0.800075
425    425    1527328550234327129    0.266094    0.265510    0.266059    1.000000    1.000000    1.000000    0.814505    0.811389    0.798729
426    426    1527328554002663888    0.266092    0.265515    0.265369    1.000000    1.000000    1.000000    0.814600    0.812573    0.854743
427    427    1527328557745249378    0.266095    0.265536    0.267195    1.000000    1.000000    1.000000    0.814572    0.812650    0.802535
428    428    1527328561496310138    0.266096    0.265543    0.266591    1.000000    1.000000    1.000000    0.814540    0.812675    0.801187
429    429    1527328565242327952    0.266098    0.265573    0.266950    1.000000    1.000000    1.000000    0.814512    0.811649    0.802242
430    430    1527328569019242856    0.266095    0.265539    0.264766    1.000000    1.000000    1.000000    0.814467    0.811553    0.795315
431    431    1527328572778655303    0.266095    0.265566    0.265999    1.000000    1.000000    1.000000    0.814563    0.812771    0.855789
432    432    1527328576538841249    0.266095    0.265558    0.265944    1.000000    1.000000    1.000000    0.814527    0.812759    0.798863
433    433    1527328580346876906    0.266086    0.265496    0.262603    1.000000    1.000000    1.000000    0.814465    0.812550    0.788025
434    434    1527328584175744095    0.266075    0.265435    0.261174    1.000000    1.000000    1.000000    0.814525    0.812358    0.840174
435    435    1527328587960298395    0.266071    0.265402    0.264232    1.000000    1.000000    1.000000    0.814477    0.812216    0.793693
436    436    1527328591735257553    0.266068    0.265421    0.264904    1.000000    1.000000    1.000000    0.814433    0.812264    0.795314
437    437    1527328595518913648    0.266064    0.265481    0.264295    1.000000    1.000000    1.000000    0.814516    0.812453    0.850588
438    438    1527328599340494188    0.266054    0.265409    0.261672    1.000000    1.000000    1.000000    0.814450    0.812242    0.785989
439    439    1527328603148963345    0.266046    0.265328    0.262573    1.000000    1.000000    1.000000    0.814521    0.813146    0.845200
440    440    1527328606946610154    0.266039    0.265279    0.263321    1.000000    1.000000    1.000000    0.814472    0.811918    0.793366
441    441    1527328610716739032    0.266038    0.265275    0.265243    1.000000    1.000000    1.000000    0.814434    0.811921    0.797779
442    442    1527328614530187510    0.266029    0.265211    0.262230    1.000000    1.000000    1.000000    0.814502    0.812862    0.844085
443    443    1527328618310042031    0.266026    0.265196    0.264560    1.000000    1.000000    1.000000    0.814459    0.812834    0.795546
444    444    1527328622064251116    0.266026    0.265202    0.266368    1.000000    1.000000    1.000000    0.814429    0.811746    0.801063
445    445    1527328625827315971    0.266026    0.265204    0.265741    1.000000    1.000000    1.000000    0.814521    0.812888    0.855227
446    446    1527328629597373058    0.266024    0.265192    0.265248    1.000000    1.000000    1.000000    0.814481    0.812866    0.796901
447    447    1527328633349275191    0.266025    0.265210    0.266531    1.000000    1.000000    1.000000    0.814452    0.812935    0.801371
448    448    1527328637116281078    0.266024    0.265238    0.265463    1.000000    1.000000    1.000000    0.814415    0.811906    0.798084
449    449    1527328640864886386    0.266025    0.265231    0.266766    1.000000    1.000000    1.000000    0.814386    0.811887    0.801084
450    450    1527328644652624387    0.266021    0.265255    0.264010    1.000000    1.000000    1.000000    0.814465    0.813091    0.849800
451    451    1527328648420082356    0.266020    0.265234    0.265431    1.000000    1.000000    1.000000    0.814428    0.813017    0.797644
452    452    1527328652176611519    0.266020    0.265252    0.266203    1.000000    1.000000    1.000000    0.814397    0.811960    0.800573
453    453    1527328655928907776    0.266021    0.265291    0.266503    1.000000    1.000000    1.000000    0.814368    0.812035    0.800925
454    454    1527328659716631902    0.266017    0.265256    0.264011    1.000000    1.000000    1.000000    0.814444    0.813035    0.848805
455    455    1527328663482185667    0.266016    0.265244    0.265565    1.000000    1.000000    1.000000    0.814407    0.813004    0.797862
456    456    1527328667242659070    0.266015    0.265247    0.265924    1.000000    1.000000    1.000000    0.814373    0.811880    0.798912
457    457    1527328671033908395    0.266011    0.265190    0.263765    1.000000    1.000000    1.000000    0.814450    0.812837    0.849317
458    458    1527328674834021906    0.266004    0.265137    0.263150    1.000000    1.000000    1.000000    0.814402    0.812706    0.792616
459    459    1527328678596970636    0.266004    0.265142    0.265749    1.000000    1.000000    1.000000    0.814370    0.812725    0.799561
460    460    1527328682352956176    0.266004    0.265170    0.266242    1.000000    1.000000    1.000000    0.814461    0.812808    0.856550
461    461    1527328686109741255    0.266005    0.265186    0.266185    1.000000    1.000000    1.000000    0.814429    0.812856    0.799257
462    462    1527328689899227543    0.266000    0.265178    0.263888    1.000000    1.000000    1.000000    0.814380    0.812810    0.792114
463    463    1527328693679162064    0.265997    0.265158    0.264555    1.000000    1.000000    1.000000    0.814339    0.811610    0.795381
464    464    1527328697462085493    0.265993    0.265140    0.264346    1.000000    1.000000    1.000000    0.814420    0.812668    0.852012
465    465    1527328701251013408    0.265989    0.265096    0.263927    1.000000    1.000000    1.000000    0.814373    0.812525    0.792429
466    466    1527328705031186969    0.265986    0.265076    0.264538    1.000000    1.000000    1.000000    0.814330    0.812464    0.794675
467    467    1527328708818254638    0.265982    0.265045    0.264057    1.000000    1.000000    1.000000    0.814406    0.812364    0.849610
468    468    1527328712581441785    0.265981    0.265033    0.265732    1.000000    1.000000    1.000000    0.814374    0.812342    0.799109
469    469    1527328716343304601    0.265981    0.265029    0.265826    1.000000    1.000000    1.000000    0.814342    0.812327    0.799517
470    470    1527328720127411319    0.265977    0.264994    0.264263    1.000000    1.000000    1.000000    0.814419    0.813347    0.850349
471    471    1527328723893254917    0.265976    0.264982    0.265545    1.000000    1.000000    1.000000    0.814384    0.813317    0.798023
472    472    1527328727660223887    0.265975    0.264980    0.265465    1.000000    1.000000    1.000000    0.814348    0.812142    0.797554
473    473    1527328731427616314    0.265974    0.264961    0.265436    1.000000    1.000000    1.000000    0.814312    0.812084    0.797301
474    474    1527328735186996470    0.265974    0.264955    0.266001    1.000000    1.000000    1.000000    0.814399    0.813191    0.855633
475    475    1527328738948828661    0.265974    0.264951    0.265828    1.000000    1.000000    1.000000    0.814367    0.813195    0.798963
476    476    1527328742729591097    0.265970    0.264933    0.264497    1.000000    1.000000    1.000000    0.814327    0.812007    0.795297
477    477    1527328746518360261    0.265966    0.264868    0.263938    1.000000    1.000000    1.000000    0.814290    0.811891    0.796883
478    478    1527328750310061836    0.265962    0.264811    0.263734    1.000000    1.000000    1.000000    0.814362    0.812841    0.848598
479    479    1527328754077468179    0.265960    0.264781    0.265435    1.000000    1.000000    1.000000    0.814326    0.812731    0.796770
480    480    1527328757844421524    0.265959    0.264795    0.265467    1.000000    1.000000    1.000000    0.814290    0.812769    0.797179
481    481    1527328761597181864    0.265960    0.264805    0.266471    1.000000    1.000000    1.000000    0.814261    0.811662    0.800177
482    482    1527328765384972156    0.265956    0.264766    0.264006    1.000000    1.000000    1.000000    0.814333    0.812668    0.849109
483    483    1527328769163739596    0.265954    0.264807    0.264637    1.000000    1.000000    1.000000    0.814295    0.812828    0.795818
484    484    1527328772909258912    0.265956    0.264924    0.266986    1.000000    1.000000    1.000000    0.814268    0.812043    0.801269
